Author,Secondary Author(s),Illustrators,Translators,Book,clustered_book,School District,Missouri,IN P DOC,Date,Notes,"Challenge/Complaint Status

",Status,"Status Notes - See ""By School District"" Tab for More Detail",Details of Restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodes, Jewel Parker",,,,Ghost Boys,The House on Mango Street,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cisneros, Sandra",,,,The House on Mango Street,Marriage of a Thousand Lies,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sindu, S. J.",,,,Marriage of a Thousand Lies,"On the Bright Side, I'm Now the Girlfriend of a Sex God",Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rennison, Louise",,,,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)",Between the World and Me,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coates, Ta-Nehisi",,,,Between the World and Me,The Other Talk: Reckoning with Our White Privilege,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kiely, Brendan",,,,The Other Talk: Reckoning with Our White Privilege,Not My Problem,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smyth, Ciara",,,,Not My Problem,The Best Laid Plans,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lund, Cameron",,,,The Best Laid Plans,Last Night at the Telegraph Club,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lo, Malinda",,,,Last Night at the Telegraph Club,Cemetery Boys,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thomas, Aiden",,,,Cemetery Boys,Making a Play,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glines, Abbi",,,,Making a Play,The Breakaways,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Cathy G.",,,,The Breakaways,"Gone, Gone, Gone",Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moskowitz, Hannah",,,,"Gone, Gone, Gone",Perfectly Good White Boy,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mesrobian, Carrie",,,,Perfectly Good White Boy,Red at the Bone,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodson, Jacqueline",,,,Red at the Bone,yolo,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myracle, Lauren",,,,yolo,Felix Ever After,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Callender, Kacen",,,,Felix Ever After,Little & Lion,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colbert, Brandy",,,,Little & Lion,The Invisible Life of Addie LaRue,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Schwab, V. E.",,,,The Invisible Life of Addie LaRue,The Music of What Happens,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Konigsberg, Bill",,,,The Music of What Happens,Slaughterhouse-Five Series,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vonnegut Jr., Kurt",,,,Slaughterhouse-Five,Darius the Great Deserves Better,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khorram, Adib",,,,Darius the Great Deserves Better,History Is All You Left Me,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silvera, Adam",,,,History Is All You Left Me,If I Was Your Girl,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Russo, Meredith",,,,If I Was Your Girl,Lobizona: A Novel,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garber, Romina",,,,Lobizona: A Novel,Cinderella Is Dead,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bayron, Kalynn",,,,Cinderella Is Dead,What My Mother Doesn't Know,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sones, Sonya",,,,What My Mother Doesn't Know (What My Mother Doesn't Know Series),Aristotle and Dante Discover the Secrets of the Universe,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sáenz, Benjamin Alire",,,,Aristotle and Dante Discover the Secrets of the Universe,Traffick,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Traffick,The Gentleman's Guide to Vice and Virtue,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Mackenzi",,,,The Gentleman's Guide to Vice and Virtue ,American Born Chinese,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yang, Gene Luen",,,,American Born Chinese,Home After Dark,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Small, David",,,,Home After Dark,The Testaments,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atwood, Margaret",,,,The Testaments,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Solomon, Andrew","Calkhoven, Laurie",,,Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,Unpregnant,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hendriks, Jenni","Caplan, Ted",,,Unpregnant,City of Heavenly Fire,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Clare, Cassandra",,,,City of Heavenly Fire,Chosen,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cast, P. C.","Cast, Kristin",,,Chosen,Burned,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cast, P. C.","Cast, Kristin",,,Burned,Anne Frank's Diary: The Graphic Adaptation,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Folman, Ari","Frank, Anne","Polonsky, David",,Anne Frank's Diary: The Graphic Adaptation,All American Boys,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reynolds, Jason","Kiely, Brendan",,,All American Boys,"10,000 Dresses",Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ewert, Marcus",,"Ray, Rex",,"10,000 Dresses",Dear Justyce,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stone, Nic",,,,Dear Justyce,A Little Piece of Ground,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laird, Elizabeth","Nimr, Sonia","Neal, Bill",,A Little Piece of Ground,And Tango Makes Three,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Richardson, Justin","Parnell, Peter","Cole, Henry",,And Tango Makes Three,A Bad Boy Can Be Good for a Girl,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stone, Tanya Lee",,,,A Bad Boy Can Be Good for a Girl,I Am Alfonso Jones,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Medina, Tony",,"Robinson, Stacey; Jennings, John",,I Am Alfonso Jones,All the Things We Do in the Dark,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mitchell, Saundra",,,,All the Things We Do in the Dark,"Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship",Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Latham, Irene","Waters, Charles","Qualls, Sean; Alko, Selina",,"Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship",Gender Queer,Clay County School District,Florida,yes,January 2023,,,Removed from Shelves - While Under Review,From district website - update late Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kobabe, Maia",,,,Gender Queer,This Book Is Gay,Central Bucks,Pennsylvania,no,December 2022,,,Challenged But On Shelves,https://www.phillyburbs.com/story/news/local/2023/01/29/central-bucks-school-district-library-policy-109-2-abram-lucabaugh-book-ban-lgbtq-woke-pa/69845824007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawson, Juno",,,,This Book Is Gay,Lawn Boy,Central Bucks,Pennsylvania,no,December 2022,,,Challenged But On Shelves,https://www.phillyburbs.com/story/news/local/2023/01/29/central-bucks-school-district-library-policy-109-2-abram-lucabaugh-book-ban-lgbtq-woke-pa/69845824007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evison, Jonathan",,,,Lawn Boy,Beyond Magenta: Transgender Teens Speak Out,Central Bucks,Pennsylvania,no,December 2022,,,Challenged But On Shelves,https://www.phillyburbs.com/story/news/local/2023/01/29/central-bucks-school-district-library-policy-109-2-abram-lucabaugh-book-ban-lgbtq-woke-pa/69845824007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kuklin, Susan",,,,Beyond Magenta: Transgender Teens Speak Out,Me and Earl and the Dying Girl,Central Bucks,Pennsylvania,no,December 2022,,,Challenged But On Shelves,https://www.phillyburbs.com/story/news/local/2023/01/29/central-bucks-school-district-library-policy-109-2-abram-lucabaugh-book-ban-lgbtq-woke-pa/69845824007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Jesse",,,,Me and Earl and the Dying Girl,Tricks,Central Bucks,Pennsylvania,no,December 2022,,,Challenged But On Shelves,https://www.phillyburbs.com/story/news/local/2023/01/29/central-bucks-school-district-library-policy-109-2-abram-lucabaugh-book-ban-lgbtq-woke-pa/69845824007/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tricks,The Kite Runner,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hosseini, Khaled",,,,The Kite Runner,The Bluest Eye,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",,,,The Bluest Eye,Me and Earl and the Dying Girl,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Jesse",,,,Me and Earl and the Dying Girl,The Perks of Being a Wallflower,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chbosky, Stephen",,,,The Perks of Being A Wallflower,All Boys Aren't Blue,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, George M.",,,,All Boys Aren't Blue,Out of Darkness,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perez, Ashley Hope",,,,Out of Darkness,This Book Is Gay,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawson, Juno",,,,This Book Is Gay,The Black Friend: On Being a Better White Person,Methacton School District,Pennsylvania,,January 2023,,,Challenged But On Shelves,https://www.pottsmerc.com/2023/01/30/methacton-parents-ask-school-board-to-pull-books-from-libraries/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joseph, Frederick",,,,The Black Friend: On Being a Better White Person,The Perks of Being a Wallflower,Spring Branch ISD,Texas,,January 2023,,,Retained - Restricted,https://abc13.com/spring-branch-isd-school-book-ban-author-frederick-joseph-critical-race-theory/12755138/,"Banned - MS; Restricted with Parent Permission, HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chobsky, Stephen",,,,The Perks of Being a Wallflower,The Handmaid's Tale: The Graphic Novel,Spring Branch ISD,Texas,,January 2023,,,Retained - Restricted,https://abc13.com/spring-branch-isd-school-book-ban-author-frederick-joseph-critical-race-theory/12755138/,"Restricted with Parent Permission, HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Atwood, Margaret",,,,The Handmaid's Tale,A Day in the Life of Marlon Bundo,Spring Branch ISD,Texas,,January 2023,,,Retained - Restricted,https://abc13.com/spring-branch-isd-school-book-ban-author-frederick-joseph-critical-race-theory/12755138/,"Restricted with Parent Permission, HS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Twiss, Jill",,"Keller, E.G.",,A Day in the Life of Marlon Bundo,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",Broward County Public Schools,Florida,,October 2022,,,Banned,Florida Freedom to Read Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harris, Robie H.",,"Emberley, Michael",,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",Melissa (George),Broward County Public Schools,Florida,,October 2022,,,Banned,Florida Freedom to Read Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gino, Alex",,,,Melissa (George),It Feels Good To Be Yourself: A Book About Gender Identity,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Moved to Grade 5 and above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thorn, Theresa",,"Grigni, Noah",,It Feels Good To Be Yourself: A Book About Gender Identity,Different Kinds of Fruit,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Moved to Grade 5 and above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lukoff, Kyle",,,,Different Kinds of Fruit,The Bluest Eye,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Moved to Grade 8 and above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",,,,The Bluest Eye,This Day in June,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Restricted to HS only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pitman, Gayle E.",,"Litten, Kristyna",,This Day in June,Killing Mr. Griffin,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Restricted to HS only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Duncan, Lois",,,,Killing Mr. Griffin,The Kite Runner,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Restricted to HS only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hosseini, Khaled",,,,The Kite Runner,Sold,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Restricted to HS only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCormick, Patricia",,,,Sold,Lawn Boy,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Restricted to HS only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evison, Jonathan",,,,Lawn Boy,The Bluest Eye,Broward County Public Schools,Florida,,October 2022,,,Retained - Restricted,Florida Freedom to Read Project,Restricted to HS only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrison, Toni",,,,The Bluest Eye,The Kite Runner,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hosseini, Khaled",,,,The Kite Runner,Sold,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"McCormick, Patricia",,,,Sold,A Lesson in Vengeance,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lee, Victoria",,,,A Lesson in Vengeance,All Boys Aren't Blue,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, George M.",,,,All Boys Aren't Blue,Almost Perfect,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Katcher, Brian",,,,Almost Perfect,All the Things We Do in the Dark,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mitchell, Saundra",,,,All the Things We Do in the Dark,And They Lived,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salvatore, Steven",,,,And They Lived,Ask the Passengers,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King, A. S.",,,,Ask the Passengers,Beautiful,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reed, Amy",,,,Beautiful,Boy Girl Boy,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Koertge, Ron",,,,Boy Girl Boy,Crank,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Crank,Burned,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Burned,Fallout,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Fallout,Glass,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Glass,Impulse,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Impulse,Perfect,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Perfect,Smoke,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Smoke,Rumble,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Rumble,The You I've Never Known,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,The You I've Never Known,Tilt,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tilt,Tricks,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tricks,Yolk,Horry County Schools,South Carolina,no,December 2022,,,Targeted by Group In Board Meeting,https://wpde.com/news/local/book-ban-hcs-group-explicit-material-library-audit?fbclid=IwAR26oxLzfNot704tfg2ul1wpMFkVANr9IRnjS1lZKeHxTCfHqOChbn8om44#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
